PC1,PC2,target
9.192836826213247,1.948583070778611,0
2.387801795802215,-3.7681717420675667,0
5.733896279731705,-1.0751737966209145,0
7.122953197708881,10.2755891218128,0
3.9353020736780975,-1.9480715678001725,0
2.3802471503459346,3.949928895550162,0
2.238883308052404,-2.6900312772980626,0
2.1432985003775458,2.340244006949542,0
3.1749242930837323,3.3918129518468425,0
6.351746789526094,7.727174066864838,0
-0.8104137708452952,-2.659275497686959,0
2.651100477242399,0.06656792656644794,0
8.185034458147951,2.7009764926129685,0
0.34212591399015374,-0.968279260857934,0
4.342379194647856,4.861083312492754,0
4.075656175346032,2.97706118036768,0
0.2300550157100038,-1.564757725273443,0
4.41801091598299,1.4186703334195117,0
4.948703550565108,-4.1143335249648105,0
-1.2370633569552283,-0.18821495375647504,1
-1.5781612348121734,0.572808192509015,1
-3.5573363735500116,1.6629499036242457,1
4.733210788209764,3.304963728293769,0
4.2085242090498935,-5.128366513937132,0
4.949632073983738,-1.543752288133416,0
7.098562854912054,2.0186103371086257,0
3.510262603971832,2.1716251156448347,0
3.064053886063117,-1.8765523476875183,0
4.007264143655832,0.5372421605295601,0
1.7153097265431403,-1.5237050229684268,0
6.059445513505044,-0.7571774508791169,0
2.9022361049997807,4.005295512374857,0
4.554782688815775,0.3375361539050526,0
4.990602722476017,-1.1325889056920813,0
2.9853407889708543,0.7584232425067482,0
2.7663691577777523,-0.35435594247278235,0
1.2961987650208187,0.9131962762388733,0
-3.7493133959384846,-1.4134731176425175,1
-0.9980689008800909,-3.351292923173812,0
0.7652641153962598,0.8862439528803253,0
-2.1509534707304194,-1.9239916158362202,0
-0.09333138656721303,2.2607520061931665,0
9.08799967726132,2.0186730993370188,0
0.9904537655030485,0.9849300203816985,0
-0.2935465509280993,-0.13709909082096386,0
5.380940406937093,-0.13487697768516982,0
-4.581936672186452,1.484220317772356,1
1.700006886837166,2.3522717936592583,0
-2.1364452772841007,0.09582960948793035,1
-1.5674789972081593,-1.2084332137933995,1
-3.542905557463749,-1.2824955784727394,1
-3.1578140501813774,-1.6889585955389228,1
-3.450488543515912,-0.498218714150125,1
3.302550951378987,-1.1309378049443066,0
-0.6746192855718294,-2.116409716864,0
-2.8581584400465374,0.15272313623647416,1
4.6487388724366845,-2.3103325702515636,0
2.176862882229086,0.9721160460019872,0
-3.7214589928322024,-1.7876416504638881,1
-4.13596294378987,2.4037924854589714,1
-2.3858356631344577,2.757658129726401,1
-2.5788832519685045,3.1386719227438533,1
4.759112153866088,3.0116805063752246,0
-2.3141322493714993,3.2679896792372256,1
1.6916079231689936,1.5406765571043683,0
1.8123054050069214,0.7227401911782757,0
-2.7859247566664442,2.3106487123078057,1
-3.518648339647648,-0.6583094692607127,1
4.33000264908452,9.202525685734638,1
-3.2612794727724,-0.9378381203565228,1
2.704596172630348,-4.437141769618717,0
-0.3078557704769196,7.387812177121235,1
5.503705315293617,0.9383254150997163,0
-0.3617091926935931,0.11973908634706468,0
-2.6299766385631775,-0.6973093686124078,1
1.4281675928953426,-1.967101411900777,0
-0.834517881491034,1.9656048643396282,1
6.230896511902653,0.9200695426759774,0
11.668714648329658,4.748617202409888,0
-2.021577658435546,-0.25489983397091287,1
-1.6383849373649788,1.7159491138762535,1
1.1674616110726201,2.514515850005454,1
10.769242819274341,-2.257982898105898,0
5.034811085482779,0.7744091563670884,0
-2.1744643095462064,0.4968779848202609,1
3.2882353847186025,-1.6682370620503864,0
0.6076079451777678,0.1622145249522814,0
3.583563626063652,-2.20666183915487,0
-0.9341581043944098,0.9277014809302208,1
1.2596046473494298,1.0155770702513427,1
-1.5882639721786027,-1.619656828420441,1
0.25249756752681485,-0.5313515472449272,0
-2.847431586696072,-2.8936475984331,1
-1.9649501129379243,-0.9651569880786807,1
2.7758655690025664,0.5580005267658668,0
4.3962279547026135,-2.123507712156892,0
-2.5920828278053167,0.21363392991247776,1
-3.9043381501528787,1.190066633793992,1
-2.818231213142345,0.36788398127761357,1
0.6162808698250991,0.6389116690076542,0
-0.43286022081654946,-1.392044298773313,0
-4.555028840448151,3.528786017879091,1
-3.448183541217511,-1.4246224557112566,1
-2.1159602640304787,1.8493736050196128,1
-2.6913522049621297,1.4200617399417959,1
3.213916765177376,4.046756222649356,0
-0.7492713563495624,1.7976385171322933,1
-3.159006037414682,-1.0357494268216707,1
13.056121858663444,0.9815132263977516,0
-2.2286798134422185,0.6674106363804406,1
-2.4928310356116063,2.598686267995719,1
-0.10335042641398741,2.2801435368568255,1
3.5912941186905987,3.926333155212095,1
-1.3489486828722497,3.5562251004658654,1
-2.5101176755585937,3.2513195035015032,1
-2.0460295724518565,0.30488486674437676,1
-2.09706916944872,3.6670958835452625,1
3.1105276933521804,1.5693895561962337,0
4.956725570002297,2.38484621871671,0
0.8510142626646724,-2.306735367528011,0
-2.9659992066225715,0.3715064822522398,1
3.334133198020351,-1.3255573541236594,0
12.894612133968959,2.3166224643942415,0
-0.7707436775320119,-0.06410921999256639,1
-2.2025155237824063,-0.7356052301956362,1
-3.143412245602706,-1.877409026669264,1
-0.6388804999703293,-0.9113660287979898,0
1.9191334226485002,-3.5380823683878653,0
1.4088683633928154,1.304929406355291,1
4.64369131658736,-1.4820171693910287,0
-1.8774673636140533,1.4232306440378057,1
1.432069426797439,-1.0496039490885927,0
1.3526270253942858,-1.1541414717290013,0
-0.7091148317236305,-1.568232323508882,1
2.171416018303969,-2.82626072612375,0
-1.9768403553186407,-0.4193874469184839,0
-2.6007895040208733,-0.4823354674943219,1
-3.2580073594688925,-0.41832140569538845,1
3.7820264555802727,0.8603815975237652,0
-1.9920347221454215,1.3293551725054658,1
-5.015008689975807,0.5746999790548198,1
1.345020437737628,-1.2747709560422444,0
-2.4559688106880464,0.8984552923634704,1
-1.8372816695174308,-0.0910267654571536,1
-4.346489712228622,-0.8935722661901365,1
-0.7328129161437639,3.702182382795107,1
2.3999978431541837,4.837988819756901,0
0.3930986639316593,1.0830680630279446,1
-0.4123278127956225,-0.38963131709829857,1
-3.0499249404514646,-2.237784522271901,1
-1.4425637316070983,0.30587044946826353,1
0.0831861026127759,7.150359800006224,1
7.093306714189314,12.573194228678519,1
-3.7434045429961778,0.25050152676715587,1
-0.9691728143623519,0.9449443023490567,1
-2.4187199081229602,0.005552412982824829,1
4.100787726595185,-0.37880382017235303,0
-0.7516030055354339,-3.070648658484425,1
-3.6546465282535454,-0.674648741850019,1
-4.680211576012841,-1.1038572475926953,1
-0.5977817666137692,1.7856508751060605,1
3.387330764641092,-2.9110371071738346,0
6.149886189966098,-2.0176527547810745,0
-1.3250313470426622,1.469294024533134,1
5.494152797674739,-4.165829305476934,0
-2.99740320713149,-2.7388610518598115,1
-4.386732721106604,0.006872281278997265,1
1.213634612147904,-2.0390389573793266,0
5.069661081475342,-1.785152334260498,0
-1.9777014396332302,-1.8427794206398052,1
-2.514876418889987,0.1142522988841522,1
-0.9474878917479536,-1.6847535464245216,0
2.8193683434660466,1.265103132163656,0
-3.483986298020004,1.619691982556898,1
-4.658729577966129,-0.22291481503257674,1
-5.351618114936625,1.0267578586053627,1
1.1708977789054438,7.014486578698097,1
2.9563018671442363,0.7064218520962687,0
-4.975702062159757,-3.3862048673911405,1
-4.064025658740142,-1.2461661741984247,1
9.512669844166359,-5.6034841927260715,0
9.007165526292281,0.5810310772838628,0
0.7588784847610693,-1.608532575643581,0
-2.6593596153532886,0.5399358008970782,1
-0.3900189810589217,-0.9892423529287838,0
-3.889065527186773,0.8160717107750076,1
0.3648761518407569,-3.5744612259285273,0
-2.8358909181565206,-0.39872969401219127,1
-3.310283620739628,0.15574119498520433,1
-3.3573044025551817,-1.1037324235664445,1
6.523116620292804,8.011169611598753,0
-1.7177351761078494,-0.5431655272763862,1
-5.56573589898108,-0.4778475788072545,1
1.7796614892323588,2.77658716967741,0
2.611484893160506,1.5614217091492733,0
-2.8190385096119366,-0.970110566967489,1
2.4984388777239843,2.278482852097613,0
1.277027175299334,-2.4432589642737836,0
3.4731973428500695,-2.2778489100427834,0
1.2566751119853172,0.38239326437188387,0
-1.4734313692163157,0.11689025652657298,1
1.649460695934061,-2.102291070639582,0
9.036589480305238,-0.655172825090222,0
4.554590064788046,3.0866391558881188,0
-0.7811899668984479,0.6528492587504987,1
-0.2230926067840135,-0.7018214902322878,0
-3.4548953860958402,1.3069387228364122,1
0.4465443964174077,-2.7877077407683064,0
0.3144382259614629,2.0775607279208277,1
-2.0591919425453926,-2.4727877878058244,1
4.808969244731831,-3.0291029673897882,0
-2.9987105282381754,-0.3967780282452813,1
12.285019759541436,-7.543410169305495,0
3.3721965906436897,2.587825427979319,0
2.508766311622556,2.6146484775413206,0
1.3180684765426338,2.154479501117752,0
-0.38875629875561357,2.276797894739396,1
-2.7569329912570337,1.0868346854768576,1
4.943581014506625,-2.8483244577325224,0
4.298077329827852,-4.666275179129381,0
-2.3735018019750136,-0.73340256397789,1
-0.9671903116026496,0.43843818161558423,1
-2.9757987879409002,1.8109737757240092,1
1.8032470204666653,0.16646095723338172,0
